1999-08-29,1450.0
1999-08-30,1396.0
1999-08-31,1411.0
1999-09-01,1553.0
1999-09-02,1767.0
1999-09-03,795.0
1999-09-04,263.0
1999-09-05,1817.0
1999-09-06,1523.0
1999-09-07,1496.0
1999-09-08,1500.0
1999-09-09,1354.0
1999-09-10,489.0
1999-09-11,29.0
1999-09-12,203.0
1999-09-13,1835.0
1999-09-14,1718.0
1999-09-15,1582.0
1999-09-16,1596.0
1999-09-17,597.0
1999-09-18,165.0
1999-09-19,336.0
1999-09-20,161.0
1999-09-21,1700.0
1999-09-22,1584.0
1999-09-23,1383.0
1999-09-24,444.0
1999-09-25,110.0
1999-09-26,943.0
1999-09-27,1009.0
1999-09-28,1091.0
1999-09-29,1118.0
1999-09-30,1047.0
1999-10-01,511.0
1999-10-02,230.0
1999-10-03,1818.0
1999-10-04,1799.0
1999-10-05,1611.0
1999-10-06,1324.0
1999-10-07,1601.0
1999-10-08,586.0
1999-10-09,233.0
1999-10-10,1740.0
1999-10-11,1595.0
1999-10-12,1482.0
1999-10-13,1436.0
1999-10-14,1274.0
1999-10-15,612.0
1999-10-16,254.0
1999-10-17,1551.0
1999-10-18,1524.0
1999-10-19,1264.0
1999-10-20,1233.0
1999-10-21,1392.0
1999-10-22,495.0
1999-10-23,221.0
1999-10-24,1162.0
1999-10-25,1349.0
1999-10-26,1358.0
1999-10-27,1181.0
1999-10-28,1226.0
1999-10-29,524.0
1999-10-30,210.0
1999-10-31,1682.0
1999-11-01,2011.0
1999-11-02,2200.0
1999-11-03,1705.0
1999-11-04,1504.0
1999-11-05,494.0
1999-11-06,222.0
1999-11-07,1396.0
1999-11-08,1555.0
1999-11-09,1879.0
1999-11-10,1877.0
1999-11-11,1860.0
1999-11-12,584.0
1999-11-13,272.0
1999-11-14,1818.0
1999-11-15,1998.0
1999-11-16,1865.0
1999-11-17,1728.0
1999-11-18,1743.0
1999-11-19,348.0
1999-11-20,305.0
1999-11-21,1556.0
1999-11-22,1804.0
1999-11-23,1733.0
1999-11-24,1651.0
1999-11-25,1389.0
1999-11-26,425.0
1999-11-27,231.0
1999-11-28,1495.0
1999-11-29,1387.0
1999-11-30,1687.0
1999-12-01,1922.0
1999-12-02,1824.0
1999-12-03,640.0
1999-12-04,221.0
1999-12-05,1530.0
1999-12-06,1568.0
1999-12-07,1588.0
1999-12-08,1473.0
1999-12-09,1766.0
1999-12-10,591.0
1999-12-11,317.0
1999-12-12,2174.0
1999-12-13,1864.0
1999-12-14,2020.0
1999-12-15,1876.0
1999-12-16,1815.0
1999-12-17,493.0
1999-12-18,247.0
1999-12-19,1595.0
1999-12-20,1660.0
1999-12-21,1724.0
1999-12-22,1611.0
1999-12-23,1597.0
1999-12-24,486.0
1999-12-25,220.0
1999-12-26,1819.0
1999-12-27,1874.0
1999-12-28,1756.0
1999-12-29,1805.0
1999-12-30,2178.0
1999-12-31,477.0
